Date,Recorder,Site,Plot,Quadrant,Species,Cover,Year
25/06/2019,Elizabeth Simpson,RHF_18_20,A2221,4,Poa secunda,0,2019
25/06/2019,Elizabeth Simpson,RHF_18_20,A2221,4,Erigeron sp.,0,2019
25/06/2019,Elizabeth Simpson,RHF_18_20,A2221,4,Agoseris sp.,17,2019
25/06/2019,Elizabeth Simpson,RHF_18_20,A2221,4,moss,28,2019
25/06/2019,Elizabeth Simpson,RHF_18_20,A2221,4,Castillea linariifolia,0,2019
25/06/2019,Elizabeth Simpson,RHF_18_20,A2221,4,Camassia quamash,0,2019
25/06/2019,Elizabeth Simpson,RHF_18_20,A2221,4,Lomatium sp.,6,2019
25/06/2019,Elizabeth Simpson,RHF_18_20,A2221,4,tall green thin seed,14,2019
25/06/2019,Elizabeth Simpson,RHF_18_20,A2221,4,moose poop,2,2019
25/06/2019,Elizabeth Simpson,RHF_18_20,A2221,4,cow poop,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Prunus virginiana,25,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Symphoricarpos oreophilus,26,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Chrysothamnus viscidiflorus,17,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Maianthemum racemosum,13,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Nemophila breviflora,13,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Erigeron sp.,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Collinsia parviflora,9,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Collomia linearis,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Tragopogon dubius,9,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Lactuca serriola,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Taraxacum officinale,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Lathyrus pauciflorus,26,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,thin grass greens,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Achillea millefolium,1,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Lithophragma parviflorum,4,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Claytonia perfoliata,1,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Artemesia tridentata,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,organic matter,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Mahonia repens,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,brassica w seeds,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Eriogonum heracleoides,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Pseudostellaria jamesiana,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Cystopteris fragilis,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,broad leafed grass,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,Agastache urticifolia,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,soil,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,1,rocks,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Prunus virginiana,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Symphoricarpos oreophilus,18,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Chrysothamnus viscidiflorus,10,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Maianthemum racemosum,14,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Nemophila breviflora,16,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Erigeron sp.,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Collinsia parviflora,10,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Collomia linearis,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Tragopogon dubius,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Lactuca serriola,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Taraxacum officinale,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Lathyrus pauciflorus,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,thin grass greens,4,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Achillea millefolium,13,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Lithophragma parviflorum,6,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Claytonia perfoliata,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Artemesia tridentata,6,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,organic matter,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Mahonia repens,11,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,brassica w seeds,6,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Eriogonum heracleoides,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Pseudostellaria jamesiana,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Cystopteris fragilis,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,broad leafed grass,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,Agastache urticifolia,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,soil,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,2,rocks,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Prunus virginiana,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Symphoricarpos oreophilus,18,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Chrysothamnus viscidiflorus,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Maianthemum racemosum,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Nemophila breviflora,12,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Erigeron sp.,4,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Collinsia parviflora,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Collomia linearis,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Tragopogon dubius,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Lactuca serriola,4,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Taraxacum officinale,10,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Lathyrus pauciflorus,33,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,thin grass greens,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Achillea millefolium,7,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Lithophragma parviflorum,4,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Claytonia perfoliata,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Artemesia tridentata,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,organic matter,8,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Mahonia repens,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,brassica w seeds,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Eriogonum heracleoides,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Pseudostellaria jamesiana,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Cystopteris fragilis,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,broad leafed grass,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,Agastache urticifolia,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,soil,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,3,rocks,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Prunus virginiana,25,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Symphoricarpos oreophilus,6,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Chrysothamnus viscidiflorus,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Maianthemum racemosum,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Nemophila breviflora,33,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Erigeron sp.,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Collinsia parviflora,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Collomia linearis,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Tragopogon dubius,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Lactuca serriola,4,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Taraxacum officinale,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Lathyrus pauciflorus,19,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,thin grass greens,6,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Achillea millefolium,7,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Lithophragma parviflorum,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Claytonia perfoliata,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Artemesia tridentata,8,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,organic matter,11,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Mahonia repens,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,brassica w seeds,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Eriogonum heracleoides,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Pseudostellaria jamesiana,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Cystopteris fragilis,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,broad leafed grass,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,Agastache urticifolia,8,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,soil,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1111,4,rocks,1,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Physocarpus malvaceus,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Rosa woodsii,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Sedum debile,13,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Mitellla stauropetala,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Cystopteris fragilis,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Arnica cordifolia,9,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Paxistima myrsinites,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Prosartes trachycarpa,1,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Collinsia parviflora,4,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,moss,16,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,gray lichen,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Mahonia repens,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Galium aparine,0.5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,thin leaved grass,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Pseudostellaria jamesiana,1,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Maianthemum racemosum,22,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Pseudotsuga menziesii,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,woody little spray of leaves,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,rocks,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,soil,17,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,organic matter,19,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Lithophragma parviflorum,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,1,Lathyrus pauciflorus,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Physocarpus malvaceus,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Rosa woodsii,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Sedum debile,6,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Mitellla stauropetala,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Cystopteris fragilis,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Arnica cordifolia,11,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Paxistima myrsinites,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Prosartes trachycarpa,9,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Collinsia parviflora,4,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,moss,14,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,gray lichen,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Mahonia repens,12,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Galium aparine,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,thin leaved grass,0.5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Pseudostellaria jamesiana,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Maianthemum racemosum,18,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Pseudotsuga menziesii,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,woody little spray of leaves,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,rocks,6,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,soil,4,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,organic matter,31,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Lithophragma parviflorum,1,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,2,Lathyrus pauciflorus,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Physocarpus malvaceus,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Rosa woodsii,7,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Sedum debile,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Mitellla stauropetala,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Cystopteris fragilis,9,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Arnica cordifolia,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Paxistima myrsinites,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Prosartes trachycarpa,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Collinsia parviflora,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,moss,36,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,gray lichen,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Mahonia repens,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Galium aparine,0.5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,thin leaved grass,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Pseudostellaria jamesiana,1,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Maianthemum racemosum,16,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Pseudotsuga menziesii,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,woody little spray of leaves,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,rocks,3,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,soil,34,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,organic matter,12,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Lithophragma parviflorum,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,3,Lathyrus pauciflorus,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Physocarpus malvaceus,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Rosa woodsii,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Sedum debile,5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Mitellla stauropetala,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Cystopteris fragilis,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Arnica cordifolia,12,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Paxistima myrsinites,1,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Prosartes trachycarpa,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Collinsia parviflora,0.5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,moss,26,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,gray lichen,13,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Mahonia repens,4,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Galium aparine,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,thin leaved grass,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Pseudostellaria jamesiana,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Maianthemum racemosum,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Pseudotsuga menziesii,0,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,woody little spray of leaves,1,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,rocks,2,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,soil,31,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,organic matter,22,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Lithophragma parviflorum,0.5,2019
26/06/2019,Elizabeth Simpson,RHF_18_20,1333,4,Lathyrus pauciflorus,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Poa bulbosa,4,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Pseudostellaria jamesiana,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Juniperus sp.,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Viola purpurea,3,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Penstemon compactus,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Senecio sp.,8,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Alyssum desertorum,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Crepis acuminata,12,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Arabidopsis sp. ,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Elymus sp.,13,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Eucephalus sp.,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,brassica w seeds,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,organic matter,57,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,soil,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,rocks,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Tragopogon dubius,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Cerocarpous ledifolius,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Mahonia repens,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,chickweed,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,thistle,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Linum lewisii,0.5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,1,Pinus flexilis,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Poa bulbosa,5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Pseudostellaria jamesiana,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Juniperus sp.,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Viola purpurea,3,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Penstemon compactus,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Senecio sp.,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Alyssum desertorum,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Crepis acuminata,6,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Arabidopsis sp. ,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Elymus sp.,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Eucephalus sp.,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,brassica w seeds,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,organic matter,58,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,soil,14,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,rocks,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Tragopogon dubius,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Cerocarpous ledifolius,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Mahonia repens,3,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,chickweed,4,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,thistle,0.5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Linum lewisii,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,2,Pinus flexilis,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Poa bulbosa,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Pseudostellaria jamesiana,4,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Juniperus sp.,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Viola purpurea,0.5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Penstemon compactus,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Senecio sp.,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Alyssum desertorum,0.5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Crepis acuminata,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Arabidopsis sp. ,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Elymus sp.,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Eucephalus sp.,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,brassica w seeds,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,organic matter,95,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,soil,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,rocks,0.5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Tragopogon dubius,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Cerocarpous ledifolius,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Mahonia repens,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,chickweed,0.5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,thistle,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Linum lewisii,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,3,Pinus flexilis,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Poa bulbosa,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Pseudostellaria jamesiana,0.5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Juniperus sp.,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Viola purpurea,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Penstemon compactus,4,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Senecio sp.,10,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Alyssum desertorum,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Crepis acuminata,5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Arabidopsis sp. ,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Elymus sp.,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Eucephalus sp.,3,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,brassica w seeds,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,organic matter,75,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,soil,7,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,rocks,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Tragopogon dubius,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Cerocarpous ledifolius,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Mahonia repens,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,chickweed,7,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,thistle,2,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Linum lewisii,0.5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1113,4,Pinus flexilis,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1111,1,Mahonia repens,29,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1111,1,Pseudotsuga menziesii,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1111,1,Arnica cordifolia,10,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1111,1,Mitellla stauropetala,1,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1111,1,Maianthemum racemosum,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1111,1,Prosartes trachycarpa,5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1111,1,Symphoricarpos oreophilus,0,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1111,1,lily w central white stripe,5,2019
27/06/2019,Elizabeth Simpson,RHF_18_20,A1111,1,moss,4,2019
